Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,45-54,2.5e-05,-0.004287498124999999,-5.147275242228415e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,65+,2.5e-05,-0.8118947625500001,-1.2139173947869104e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,15-24,2.5e-05,0.0019346150750000001,3.9265947145678535e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,25-34,2.5e-05,-0.006878512900000001,-7.795744373178608e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,35-44,2.5e-05,-0.004455978125,-1.3023345762467154e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,45-54,2.5e-05,-0.023913711375,-1.5430350543983916e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,55-64,2.5e-05,-0.032601234325,-9.152918469520957e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,65+,2.5e-05,-0.11105603375,-1.397449674522473e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,15-24,2e-06,0.00012418076599999994,2.1695178080218959e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,25-34,2e-06,-0.000246635212,-7.177071776380031e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,35-44,2e-06,-0.0008385264279999999,-9.894390650017412e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,45-54,2e-06,-0.0003429998499999999,-4.117820193782732e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,65+,2e-06,-0.064951581004,-9.711339158295282e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,15-24,2e-06,0.00015476920599999998,3.1412757716542823e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,25-34,2e-06,-0.0005502810320000001,-6.236595498542886e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,35-44,2e-06,-0.00035647825,-1.0418676609973721e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,45-54,2e-06,-0.0019130969099999998,-1.2344280435187132e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,55-64,2e-06,-0.0026080987459999997,-7.322334775616765e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,65+,2e-06,-0.0088844827,-1.1179597396179784e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,15-24,5e-06,0.00031045191499999987,5.42379452005474e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,25-34,5e-06,-0.00061658803,-1.7942679440950082e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,35-44,5e-06,-0.00209631607,-2.473597662504353e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,45-54,5e-06,-0.0008574996249999998,-1.0294550484456832e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,65+,5e-06,-0.16237895251000004,-2.427834789573821e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,15-24,5e-06,0.000386923015,7.853189429135707e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,25-34,5e-06,-0.0013757025800000004,-1.5591488746357216e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,35-44,5e-06,-0.0008911956250000001,-2.6046691524934307e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,45-54,5e-06,-0.004782742275000001,-3.086070108796783e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,55-64,5e-06,-0.006520246865,-1.8305836939041915e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,65+,5e-06,-0.022211206750000004,-2.794899349044946e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,15-24,0.00019,0.011797172769999994,2.0610419176208014e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,25-34,0.00019,-0.02343034514,-6.818218187561031e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,35-44,0.00019,-0.07966001066,-9.399671117516541e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,45-54,0.00019,-0.032584985749999996,-3.9119291840935955e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,65+,0.00019,-6.170400195380001,-9.22577220038052e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,15-24,0.00019,0.01470307457,0.0002984211983071569
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,25-34,0.00019,-0.052276698040000014,-5.924765723615742e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,35-44,0.00019,-0.03386543375,-9.897742779475037e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,45-54,0.00019,-0.18174420645,-0.00011727066413427776
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,55-64,0.00019,-0.24776938086999997,-6.956218036835928e-05
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,65+,0.00019,-0.8440258565000001,-0.00010620617526370794
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,55-64,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,15-24,3e-06,0.0001862711489999999,3.254276712032844e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,25-34,3e-06,-0.000369952818,-1.0765607664570047e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,35-44,3e-06,-0.001257789642,-1.4841585975026117e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,45-54,3e-06,-0.0005144997749999999,-6.176730290674098e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,65+,3e-06,-0.09742737150600002,-1.4567008737442924e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,15-24,3e-06,0.000232153809,4.7119136574814235e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,25-34,3e-06,-0.0008254215480000002,-9.35489324781433e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,35-44,3e-06,-0.000534717375,-1.5628014914960584e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,45-54,3e-06,-0.002869645365,-1.8516420652780697e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,55-64,3e-06,-0.003912148119,-1.098350216342515e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,65+,3e-06,-0.01332672405,-1.6769396094269675e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Female,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Female,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Female,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Female,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Female,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,55-64,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,Male,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,15-24,0.003674,0.2281200671419999,0.0003985404213336223
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,25-34,0.003674,-0.453068884444,-0.001318428085321012
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,0.003674,-1.540373048236,-0.0018175995624081986
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,45-54,0.003674,-0.6300907244499999,-0.0007564435695978879
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,65+,0.003674,-119.31605430434801,-0.0017839730033788435
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,15-24,0.003674,0.284311031422,0.005770523592528917
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,25-34,0.003674,-1.0108662557840002,-0.0011456625930823282
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,35-44,0.003674,-0.6548505452500001,-0.001913910893252173
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,45-54,0.003674,-3.51435902367,-0.002267644315943876
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,55-64,0.003674,-4.791077396402,-0.0013451128982807999
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,65+,0.003674,-16.3207947199,-0.002053692041678226
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,15-24,3e-06,0.0001862711489999999,3.254276712032844e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,25-34,3e-06,-0.000369952818,-1.0765607664570047e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,35-44,3e-06,-0.001257789642,-1.4841585975026117e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,45-54,3e-06,-0.0005144997749999999,-6.176730290674098e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,65+,3e-06,-0.09742737150600002,-1.4567008737442924e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,15-24,3e-06,0.000232153809,4.7119136574814235e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,25-34,3e-06,-0.0008254215480000002,-9.35489324781433e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,35-44,3e-06,-0.000534717375,-1.5628014914960584e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,45-54,3e-06,-0.002869645365,-1.8516420652780697e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,55-64,3e-06,-0.003912148119,-1.098350216342515e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,65+,3e-06,-0.01332672405,-1.6769396094269675e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,15-24,0.172608,10.717296828863995,0.01872380649035217
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,25-34,0.172608,-21.285605336448,-0.061941000258870234
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,0.172608,-72.368184842112,-0.08539254906591028
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,45-54,0.172608,-29.602259054399994,-0.035538435400422494
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,65+,0.172608,-5605.581246969217,-0.0838127414717516
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,15-24,0.172608,13.357201554624,0.2711046641968512
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,0.172608,-47.49145418572801,-0.05382431379062453
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,0.172608,-30.765498888000003,-0.08991734661471722
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,0.172608,-165.10791572064002,-0.10653607786783903
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,55-64,0.172608,-225.08935417478398,-0.06319467804748294
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,65+,0.172608,-766.7663949408001,-0.09648439736799001
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Female,15-24,1e-06,6.209038299999997e-05,1.0847589040109479e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Female,25-34,1e-06,-0.000123317606,-3.5885358881900156e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Female,35-44,1e-06,-0.00041926321399999997,-4.947195325008706e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Female,45-54,1e-06,-0.00017149992499999994,-2.058910096891366e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Female,65+,1e-06,-0.032475790502,-4.855669579147641e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,15-24,1e-06,7.738460299999999e-05,1.5706378858271412e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,25-34,1e-06,-0.00027514051600000005,-3.118297749271443e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,35-44,1e-06,-0.000178239125,-5.209338304986861e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,45-54,1e-06,-0.0009565484549999999,-6.172140217593566e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,55-64,1e-06,-0.0013040493729999999,-3.6611673878083825e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,Male,65+,1e-06,-0.00444224135,-5.589798698089892e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Female,15-24,1e-06,6.209038299999997e-05,1.0847589040109479e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Female,25-34,1e-06,-0.000123317606,-3.5885358881900156e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,1e-06,-0.00041926321399999997,-4.947195325008706e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,1e-06,-0.00017149992499999994,-2.058910096891366e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Female,65+,1e-06,-0.032475790502,-4.855669579147641e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,15-24,1e-06,7.738460299999999e-05,1.5706378858271412e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,25-34,1e-06,-0.00027514051600000005,-3.118297749271443e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,1e-06,-0.000178239125,-5.209338304986861e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,1e-06,-0.0009565484549999999,-6.172140217593566e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,55-64,1e-06,-0.0013040493729999999,-3.6611673878083825e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,Male,65+,1e-06,-0.00444224135,-5.589798698089892e-07
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,15-24,0.010628,0.6598965905239996,0.0011528817631828356
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,25-34,0.010628,-1.310619516568,-0.003813895941968349
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,0.010628,-4.455929438392,-0.005257879191419253
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,0.010628,-1.8227012028999996,-0.0021882096509761436
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,65+,0.010628,-345.152701455256,-0.0051606056287181136
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,15-24,0.010628,0.822443560684,0.016692739450570857
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,0.010628,-2.9241934040480007,-0.00331412684792569
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,0.010628,-1.8943254205,-0.005536484750540037
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,0.010628,-10.16619697974,-0.006559750623258442
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,55-64,0.010628,-13.859436736243998,-0.0038910886997627495
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,65+,0.010628,-47.212141067800005,-0.005940838056329937
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,15-24,0.033397,2.073632521050999,0.0036227693117253635
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,25-34,0.033397,-4.118438087582001,-0.011984633305788197
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,0.033397,-14.002133557958002,-0.016522148226931578
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,0.033397,-5.727582995224999,-0.006876142050588095
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,65+,0.033397,-1084.5939753952941,-0.01621647969347938
