County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Gondomar,Campolide,Female,35-44,-0.06498579817,-7.668152753763495e-05
Gondomar,Campolide,Female,45-54,-0.026582488374999994,-3.191310650181617e-05
Gondomar,Campolide,Female,65+,-5.03374752781,-7.526287847678844e-05
Gondomar,Campolide,Male,15-24,0.011994613465,0.00024344887230320688
Gondomar,Campolide,Male,25-34,-0.04264677998000001,-4.8333615113707365e-05
Gondomar,Campolide,Male,35-44,-0.027627064375,-8.074474372729635e-05
Gondomar,Campolide,Male,45-54,-0.148265010525,-9.566817337270028e-05
Gondomar,Campolide,Male,55-64,-0.20212765281499998,-5.6748094511029936e-05
Gondomar,Campolide,Male,65+,-0.68854740925,-8.664187982039332e-05
Gondomar,Santo António,Female,15-24,0.02080027830499999,3.633942328436676e-05
Gondomar,Santo António,Female,25-34,-0.04131139801,-0.00012021595225436554
Gondomar,Santo António,Female,35-44,-0.14045317669000001,-0.00016573104338779164
Gondomar,Santo António,Female,45-54,-0.05745247487499999,-6.897348824586077e-05
Gondomar,Santo António,Female,65+,-10.87938981817,-0.000162664930901446
Gondomar,Santo António,Male,15-24,0.025923842005,0.0005261636917520923
Gondomar,Santo António,Male,25-34,-0.09217207286000002,-0.00010446297460059335
Gondomar,Santo António,Male,35-44,-0.059710106875,-0.00017451283321705987
Gondomar,Santo António,Male,45-54,-0.320443732425,-0.00020676669728938445
Gondomar,Santo António,Male,55-64,-0.43685653995499996,-0.00012264910749158083
Gondomar,Santo António,Male,65+,-1.4881508522500002,-0.00018725825638601137
Gondomar,Lumiar,Female,15-24,0.03315626452199998,5.792612547418462e-05
Gondomar,Lumiar,Female,25-34,-0.065851601604,-0.00019162781642934683
Gondomar,Lumiar,Female,35-44,-0.223886556276,-0.0002641802303554649
Gondomar,Lumiar,Female,45-54,-0.09158095994999997,-0.00010994579917399894
Gondomar,Lumiar,Female,65+,-17.342072128068,-0.00025929275552648404
Gondomar,Lumiar,Male,15-24,0.041323378002,0.0008387206310316934
Gondomar,Lumiar,Male,25-34,-0.14692503554400002,-0.00016651709981109505
Gondomar,Lumiar,Male,35-44,-0.09517969274999999,-0.00027817866548629836
Gondomar,Lumiar,Male,45-54,-0.5107968749699999,-0.0003295922876194964
Gondomar,Lumiar,Male,55-64,-0.6963623651819999,-0.00019550633850896762
Gondomar,Lumiar,Male,65+,-2.3721568809,-0.0002984952504780002
Gondomar,Alcântara,Female,15-24,0.009003105534999995,1.5729004108158747e-05
Gondomar,Alcântara,Female,25-34,-0.01788105287,-5.203377037875523e-05
Gondomar,Alcântara,Female,35-44,-0.06079316603,-7.173433221262624e-05
Gondomar,Alcântara,Female,45-54,-0.024867489124999996,-2.9854196404924807e-05
Gondomar,Alcântara,Female,65+,-4.708989622790001,-7.04072088976408e-05
Gondomar,Alcântara,Male,15-24,0.011220767434999999,0.00022774249344493548
Gondomar,Alcântara,Male,25-34,-0.03989537482000001,-4.5215317364435926e-05
Gondomar,Alcântara,Male,35-44,-0.025844673125000002,-7.55354054223095e-05
Gondomar,Alcântara,Male,45-54,-0.138699525975,-8.949603315510671e-05
Gondomar,Alcântara,Male,55-64,-0.18908715908499998,-5.308692712322155e-05
Gondomar,Alcântara,Male,65+,-0.64412499575,-8.105208112230344e-05
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,15-24,0.0003725422979999998,6.508553424065688e-07
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,25-34,-0.000739905636,-2.1531215329140095e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,35-44,-0.002515579284,-2.9683171950052235e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,45-54,-0.0010289995499999998,-1.2353460581348195e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,65+,-0.19485474301200004,-2.9134017474885847e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,15-24,0.000464307618,9.423827314962847e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,25-34,-0.0016508430960000004,-1.870978649562866e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,35-44,-0.00106943475,-3.1256029829921168e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,45-54,-0.00573929073,-3.7032841305561394e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,55-64,-0.007824296238,-2.19670043268503e-06
Gondomar,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,65+,-0.0266534481,-3.353879218853935e-06
Gondomar,Avenidas Novas,Female,15-24,0.008071749789999996,1.4101865752142323e-05
Gondomar,Avenidas Novas,Female,25-34,-0.01603128878,-4.66509665464702e-05
Gondomar,Avenidas Novas,Female,35-44,-0.05450421782,-6.431353922511318e-05
Gondomar,Avenidas Novas,Female,45-54,-0.022294990249999994,-2.6765831259587757e-05
Gondomar,Avenidas Novas,Female,65+,-4.22185276526,-6.312370452891933e-05
Gondomar,Avenidas Novas,Male,15-24,0.010059998389999998,0.00020418292515752835
Gondomar,Avenidas Novas,Male,25-34,-0.035768267080000006,-4.0537870740528754e-05
Gondomar,Avenidas Novas,Male,35-44,-0.023171086249999997,-6.772139796482919e-05
Gondomar,Avenidas Novas,Male,45-54,-0.12435129914999998,-8.023782282871635e-05
Gondomar,Avenidas Novas,Male,55-64,-0.16952641848999997,-4.7595176041508974e-05
Gondomar,Avenidas Novas,Male,65+,-0.5774913755,-7.266738307516859e-05
Gondomar,Parque das Nações,Female,15-24,0.0069541228959999965,1.2149299724922617e-05
Gondomar,Parque das Nações,Female,25-34,-0.013811571872,-4.0191601947728176e-05
Gondomar,Parque das Nações,Female,35-44,-0.046957479968,-5.540858764009751e-05
Gondomar,Parque das Nações,Female,45-54,-0.019207991599999995,-2.3059793085183298e-05
Gondomar,Parque das Nações,Female,65+,-3.637288536224,-5.438349928645358e-05
Gondomar,Parque das Nações,Male,15-24,0.008667075536,0.00017591144321263982
Gondomar,Parque das Nações,Male,25-34,-0.030815737792000007,-3.492493479184016e-05
Gondomar,Parque das Nações,Male,35-44,-0.019962782,-5.8344589015852845e-05
Gondomar,Parque das Nações,Male,45-54,-0.10713342696,-6.912797043704793e-05
Gondomar,Parque das Nações,Male,55-64,-0.14605352977599997,-4.100507474345389e-05
Gondomar,Parque das Nações,Male,65+,-0.49753103120000003,-6.260574541860679e-05
Gondomar,Santa Maria Maior,Female,15-24,0.030610558818999982,5.347861396773973e-05
Gondomar,Santa Maria Maior,Female,25-34,-0.06079557975799999,-0.00017691481928776778
Gondomar,Santa Maria Maior,Female,35-44,-0.20669676450199997,-0.00024389672952292916
Gondomar,Santa Maria Maior,Female,45-54,-0.08454946302499997,-0.00010150426777674434
Gondomar,Santa Maria Maior,Female,65+,-16.010564717486,-0.00023938451025197867
Gondomar,Santa Maria Maior,Male,15-24,0.038150609279,0.0007743244777127805
Gondomar,Santa Maria Maior,Male,25-34,-0.135644274388,-0.00015373207903908212
Gondomar,Santa Maria Maior,Male,35-44,-0.08787188862499999,-0.00025682037843585226
Gondomar,Santa Maria Maior,Male,45-54,-0.47157838831499993,-0.00030428651272736276
Gondomar,Santa Maria Maior,Male,55-64,-0.6428963408889998,-0.00018049555221895326
Gondomar,Santa Maria Maior,Male,65+,-2.19002498555,-0.00027557707581583163
Gondomar,Águas Livres,Female,15-24,0.0,0.0
Gondomar,Águas Livres,Female,25-34,-0.0,-0.0
Gondomar,Águas Livres,Female,35-44,-0.0,-0.0
Gondomar,Águas Livres,Female,45-54,-0.0,-0.0
Gondomar,Águas Livres,Female,65+,-0.0,-0.0
Gondomar,Águas Livres,Male,15-24,0.0,0.0
Gondomar,Águas Livres,Male,25-34,-0.0,-0.0
Gondomar,Águas Livres,Male,35-44,-0.0,-0.0
Gondomar,Águas Livres,Male,45-54,-0.0,-0.0
Gondomar,Águas Livres,Male,55-64,-0.0,-0.0
Gondomar,Águas Livres,Male,65+,-0.0,-0.0
Gondomar,Arroios,Female,15-24,0.0014280788089999993,2.4949454792251803e-06
Gondomar,Arroios,Female,25-34,-0.002836304938,-8.253632542837037e-06
Gondomar,Arroios,Female,35-44,-0.009643053922,-1.1378549247520024e-05
Gondomar,Arroios,Female,45-54,-0.003944498274999999,-4.7354932228501416e-06
Gondomar,Arroios,Female,65+,-0.746943181546,-1.1168040032039575e-05
Gondomar,Arroios,Male,15-24,0.001779845869,3.612467137402425e-05
Gondomar,Arroios,Male,25-34,-0.006328231868000001,-7.172084823324319e-06
Gondomar,Arroios,Male,35-44,-0.004099499875,-1.1981478101469782e-05
Gondomar,Arroios,Male,45-54,-0.022000614465,-1.4195922500465201e-05
Gondomar,Arroios,Male,55-64,-0.029993135578999998,-8.42068499195928e-06
Gondomar,Arroios,Male,65+,-0.10217155105,-1.285653700560675e-05
Gondomar,Campo de Ourique,Female,15-24,0.0029182480009999983,5.0983668488514555e-06
Gondomar,Campo de Ourique,Female,25-34,-0.005795927481999999,-1.6866118674493075e-05
Gondomar,Campo de Ourique,Female,35-44,-0.019705371058,-2.3251818027540916e-05
Gondomar,Campo de Ourique,Female,45-54,-0.008060496474999998,-9.67687745538942e-06
Gondomar,Campo de Ourique,Female,65+,-1.5263621535940002,-2.2821647021993912e-05
Gondomar,Campo de Ourique,Male,15-24,0.003637076341,7.381998063387564e-05
Gondomar,Campo de Ourique,Male,25-34,-0.012931604252000002,-1.4655999421575781e-05
Gondomar,Campo de Ourique,Male,35-44,-0.008377238875,-2.4483890033438246e-05
Gondomar,Campo de Ourique,Male,45-54,-0.044957777384999995,-2.9009059022689757e-05
Gondomar,Campo de Ourique,Male,55-64,-0.06129032053099999,-1.72074867226994e-05
Gondomar,Campo de Ourique,Male,65+,-0.20878534345,-2.627205388102249e-05
Gondomar,Misericórdia,Female,15-24,0.022973441709999987,4.013607944840508e-05
Gondomar,Misericórdia,Female,25-34,-0.04562751422,-0.00013277582786303058
Gondomar,Misericórdia,Female,35-44,-0.15512738918,-0.00018304622702532212
Gondomar,Misericórdia,Female,45-54,-0.06345497224999999,-7.617967358498053e-05
Gondomar,Misericórdia,Female,65+,-12.016042485740002,-0.00017965977442846272
Gondomar,Misericórdia,Male,15-24,0.02863230311,0.0005811360177560423
Gondomar,Misericórdia,Male,25-34,-0.10180199092000002,-0.00011537701672304339
Gondomar,Misericórdia,Male,35-44,-0.06594847625,-0.00019274551728451386
Gondomar,Misericórdia,Male,45-54,-0.35392292835,-0.00022836918805096192
Gondomar,Misericórdia,Male,55-64,-0.48249826800999995,-0.00013546319334891015
Gondomar,Misericórdia,Male,65+,-1.6436292995000001,-0.000206822551829326
Gondomar,Areeiro,Female,15-24,0.004967230639999998,8.678071232087585e-06
Gondomar,Areeiro,Female,25-34,-0.00986540848,-2.870828710552013e-05
Gondomar,Areeiro,Female,35-44,-0.03354105712,-3.957756260006965e-05
Gondomar,Areeiro,Female,45-54,-0.013719993999999998,-1.647128077513093e-05
Gondomar,Areeiro,Female,65+,-2.5980632401600006,-3.8845356633181135e-05
Gondomar,Areeiro,Male,15-24,0.00619076824,0.0001256510308661713
Gondomar,Areeiro,Male,25-34,-0.022011241280000007,-2.4946381994171546e-05
Gondomar,Areeiro,Male,35-44,-0.014259130000000002,-4.167470643989489e-05
Gondomar,Areeiro,Male,45-54,-0.07652387640000001,-4.937712174074853e-05
Gondomar,Areeiro,Male,55-64,-0.10432394984,-2.9289339102467064e-05
Gondomar,Areeiro,Male,65+,-0.35537930800000006,-4.4718389584719134e-05
Gondomar,Marvila,Female,15-24,0.003663332596999998,6.400077533664593e-06
Gondomar,Marvila,Female,25-34,-0.007275738754,-2.1172361740321095e-05
Gondomar,Marvila,Female,35-44,-0.024736529626,-2.9188452417551365e-05
Gondomar,Marvila,Female,45-54,-0.010118495574999997,-1.2147569571659059e-05
Gondomar,Marvila,Female,65+,-1.9160716396180002,-2.864845051697108e-05
Gondomar,Marvila,Male,15-24,0.004565691577,9.266763526380133e-05
Gondomar,Marvila,Male,25-34,-0.016233290444,-1.8397956720701512e-05
Gondomar,Marvila,Male,35-44,-0.010516108375,-3.073509599942248e-05
Gondomar,Marvila,Male,45-54,-0.056436358845,-3.641562728380204e-05
Gondomar,Marvila,Male,55-64,-0.07693891300699998,-2.160088758806946e-05
Gondomar,Marvila,Male,65+,-0.26209223965,-3.297981231873036e-05
Gondomar,Ajuda,Female,15-24,0.00031045191499999987,5.42379452005474e-07
Gondomar,Ajuda,Female,25-34,-0.00061658803,-1.7942679440950082e-06
Gondomar,Ajuda,Female,35-44,-0.00209631607,-2.473597662504353e-06
Gondomar,Ajuda,Female,45-54,-0.0008574996249999998,-1.0294550484456832e-06
Gondomar,Ajuda,Female,65+,-0.16237895251000004,-2.427834789573821e-06
Gondomar,Ajuda,Male,15-24,0.000386923015,7.853189429135707e-06
Gondomar,Ajuda,Male,25-34,-0.0013757025800000004,-1.5591488746357216e-06
Gondomar,Ajuda,Male,35-44,-0.0008911956250000001,-2.6046691524934307e-06
Gondomar,Ajuda,Male,45-54,-0.004782742275000001,-3.086070108796783e-06
Gondomar,Ajuda,Male,55-64,-0.006520246865,-1.8305836939041915e-06
Gondomar,Ajuda,Male,65+,-0.022211206750000004,-2.794899349044946e-06
Gondomar,Santa Clara,Female,15-24,0.0013659884259999992,2.3864695888240857e-06
Gondomar,Santa Clara,Female,25-34,-0.002712987332,-7.894778954018034e-06
Gondomar,Santa Clara,Female,35-44,-0.009223790708,-1.0883829715019152e-05
Gondomar,Santa Clara,Female,45-54,-0.003772998349999999,-4.529602213161005e-06
Gondomar,Santa Clara,Female,65+,-0.714467391044,-1.068247307412481e-05
Gondomar,Santa Clara,Male,15-24,0.001702461266,3.455403348819711e-05
Gondomar,Santa Clara,Male,25-34,-0.006053091352000001,-6.860255048397174e-06
Gondomar,Santa Clara,Male,35-44,-0.00392126075,-1.1460544270971095e-05
Gondomar,Santa Clara,Male,45-54,-0.021044066009999998,-1.3578708478705845e-05
Gondomar,Santa Clara,Male,55-64,-0.028689086205999994,-8.054568253178443e-06
Gondomar,Santa Clara,Male,65+,-0.0977293097,-1.2297557135797762e-05
Gondomar,Penha de França,Female,15-24,0.008195930555999997,1.4318817532944515e-05
Gondomar,Penha de França,Female,25-34,-0.016277923992000003,-4.736867372410821e-05
Gondomar,Penha de França,Female,35-44,-0.055342744248,-6.530297829011492e-05
Gondomar,Penha de França,Female,45-54,-0.022637990099999998,-2.7177613278966033e-05
Gondomar,Penha de França,Female,65+,-4.286804346264001,-6.409483844474886e-05
Gondomar,Penha de França,Male,15-24,0.010214767596,0.00020732420092918266
Gondomar,Penha de França,Male,25-34,-0.03631854811200001,-4.116153029038305e-05
Gondomar,Penha de França,Male,35-44,-0.0235275645,-6.876326562582657e-05
Gondomar,Penha de França,Male,45-54,-0.12626439606,-8.147225087223508e-05
Gondomar,Penha de França,Male,55-64,-0.17213451723599998,-4.832740951907066e-05
Gondomar,Penha de França,Male,65+,-0.5863758582,-7.378534281478658e-05
Gondomar,Falagueira-Venda Nova,Female,15-24,0.0,0.0
Gondomar,Falagueira-Venda Nova,Female,25-34,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Female,35-44,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Female,45-54,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Female,65+,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Male,15-24,0.0,0.0
Gondomar,Falagueira-Venda Nova,Male,25-34,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Male,35-44,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Male,45-54,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Male,55-64,-0.0,-0.0
Gondomar,Falagueira-Venda Nova,Male,65+,-0.0,-0.0
Gondomar,Beato,Female,15-24,0.0015522595749999993,2.7118972600273702e-06
Gondomar,Beato,Female,25-34,-0.00308294015,-8.97133972047504e-06
Gondomar,Beato,Female,35-44,-0.01048158035,-1.2367988312521765e-05
Gondomar,Beato,Female,45-54,-0.004287498124999999,-5.147275242228415e-06
Gondomar,Beato,Female,65+,-0.8118947625500001,-1.2139173947869104e-05
Gondomar,Beato,Male,15-24,0.0019346150750000001,3.9265947145678535e-05
Gondomar,Beato,Male,25-34,-0.006878512900000001,-7.795744373178608e-06
Gondomar,Beato,Male,35-44,-0.004455978125,-1.3023345762467154e-05
Gondomar,Beato,Male,45-54,-0.023913711375,-1.5430350543983916e-05
Gondomar,Beato,Male,55-64,-0.032601234325,-9.152918469520957e-06
Gondomar,Beato,Male,65+,-0.11105603375,-1.397449674522473e-05
Gondomar,União das freguesias de Carnaxide e Queijas,Female,15-24,0.00012418076599999994,2.1695178080218959e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Female,25-34,-0.000246635212,-7.177071776380031e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Female,35-44,-0.0008385264279999999,-9.894390650017412e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Female,45-54,-0.0003429998499999999,-4.117820193782732e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Female,65+,-0.064951581004,-9.711339158295282e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Male,15-24,0.00015476920599999998,3.1412757716542823e-06
Gondomar,União das freguesias de Carnaxide e Queijas,Male,25-34,-0.0005502810320000001,-6.236595498542886e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Male,35-44,-0.00035647825,-1.0418676609973721e-06
Gondomar,União das freguesias de Carnaxide e Queijas,Male,45-54,-0.0019130969099999998,-1.2344280435187132e-06
Gondomar,União das freguesias de Carnaxide e Queijas,Male,55-64,-0.0026080987459999997,-7.322334775616765e-07
Gondomar,União das freguesias de Carnaxide e Queijas,Male,65+,-0.0088844827,-1.1179597396179784e-06
Gondomar,União das freguesias de Moscavide e Portela,Female,15-24,0.00031045191499999987,5.42379452005474e-07
Gondomar,União das freguesias de Moscavide e Portela,Female,25-34,-0.00061658803,-1.7942679440950082e-06
Gondomar,União das freguesias de Moscavide e Portela,Female,35-44,-0.00209631607,-2.473597662504353e-06
Gondomar,União das freguesias de Moscavide e Portela,Female,45-54,-0.0008574996249999998,-1.0294550484456832e-06
Gondomar,União das freguesias de Moscavide e Portela,Female,65+,-0.16237895251000004,-2.427834789573821e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,15-24,0.000386923015,7.853189429135707e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,25-34,-0.0013757025800000004,-1.5591488746357216e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,35-44,-0.0008911956250000001,-2.6046691524934307e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,45-54,-0.004782742275000001,-3.086070108796783e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,55-64,-0.006520246865,-1.8305836939041915e-06
Gondomar,União das freguesias de Moscavide e Portela,Male,65+,-0.022211206750000004,-2.794899349044946e-06
Gondomar,São Vicente,Female,15-24,0.011797172769999994,2.0610419176208014e-05
Gondomar,São Vicente,Female,25-34,-0.02343034514,-6.818218187561031e-05
Gondomar,São Vicente,Female,35-44,-0.07966001066,-9.399671117516541e-05
Gondomar,São Vicente,Female,45-54,-0.032584985749999996,-3.9119291840935955e-05
Gondomar,São Vicente,Female,65+,-6.170400195380001,-9.22577220038052e-05
Gondomar,São Vicente,Male,15-24,0.01470307457,0.0002984211983071569
Gondomar,São Vicente,Male,25-34,-0.052276698040000014,-5.924765723615742e-05
Gondomar,São Vicente,Male,35-44,-0.03386543375,-9.897742779475037e-05
Gondomar,São Vicente,Male,45-54,-0.18174420645,-0.00011727066413427776
Gondomar,São Vicente,Male,55-64,-0.24776938086999997,-6.956218036835928e-05
Gondomar,São Vicente,Male,65+,-0.8440258565000001,-0.00010620617526370794
Gondomar,União das freguesias de Pontinha e Famões,Female,15-24,0.0,0.0
Gondomar,União das freguesias de Pontinha e Famões,Female,25-34,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Female,35-44,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Female,45-54,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Female,65+,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,15-24,0.0,0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,25-34,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,35-44,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,45-54,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,55-64,-0.0,-0.0
Gondomar,União das freguesias de Pontinha e Famões,Male,65+,-0.0,-0.0
Gondomar,União das freguesias de Sacavém e Prior Velho,Female,15-24,0.0001862711489999999,3.254276712032844e-07
Gondomar,União das freguesias de Sacavém e Prior Velho,Female,25-34,-0.000369952818,-1.0765607664570047e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Female,35-44,-0.001257789642,-1.4841585975026117e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Female,45-54,-0.0005144997749999999,-6.176730290674098e-07
Gondomar,União das freguesias de Sacavém e Prior Velho,Female,65+,-0.09742737150600002,-1.4567008737442924e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,15-24,0.000232153809,4.7119136574814235e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,25-34,-0.0008254215480000002,-9.35489324781433e-07
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,35-44,-0.000534717375,-1.5628014914960584e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,45-54,-0.002869645365,-1.8516420652780697e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,55-64,-0.003912148119,-1.098350216342515e-06
Gondomar,União das freguesias de Sacavém e Prior Velho,Male,65+,-0.01332672405,-1.6769396094269675e-06
Gondomar,Venteira,Female,15-24,0.0,0.0
Gondomar,Venteira,Female,25-34,-0.0,-0.0
Gondomar,Venteira,Female,35-44,-0.0,-0.0
Gondomar,Venteira,Female,45-54,-0.0,-0.0
Gondomar,Venteira,Female,65+,-0.0,-0.0
Gondomar,Venteira,Male,15-24,0.0,0.0
Gondomar,Venteira,Male,25-34,-0.0,-0.0
Gondomar,Venteira,Male,35-44,-0.0,-0.0
Gondomar,Venteira,Male,45-54,-0.0,-0.0
Gondomar,Venteira,Male,55-64,-0.0,-0.0
Gondomar,Venteira,Male,65+,-0.0,-0.0
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,15-24,0.2281200671419999,0.0003985404213336223
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,25-34,-0.453068884444,-0.001318428085321012
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,-1.540373048236,-0.0018175995624081986
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,45-54,-0.6300907244499999,-0.0007564435695978879
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,65+,-119.31605430434801,-0.0017839730033788435
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,15-24,0.284311031422,0.005770523592528917
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,25-34,-1.0108662557840002,-0.0011456625930823282
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,35-44,-0.6548505452500001,-0.001913910893252173
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,45-54,-3.51435902367,-0.002267644315943876
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,55-64,-4.791077396402,-0.0013451128982807999
Gondomar,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,65+,-16.3207947199,-0.002053692041678226
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,15-24,0.0001862711489999999,3.254276712032844e-07
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,25-34,-0.000369952818,-1.0765607664570047e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,35-44,-0.001257789642,-1.4841585975026117e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,45-54,-0.0005144997749999999,-6.176730290674098e-07
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,65+,-0.09742737150600002,-1.4567008737442924e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,15-24,0.000232153809,4.7119136574814235e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,25-34,-0.0008254215480000002,-9.35489324781433e-07
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,35-44,-0.000534717375,-1.5628014914960584e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,45-54,-0.002869645365,-1.8516420652780697e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,55-64,-0.003912148119,-1.098350216342515e-06
Gondomar,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,65+,-0.01332672405,-1.6769396094269675e-06
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,15-24,10.717296828863995,0.01872380649035217
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,25-34,-21.285605336448,-0.061941000258870234
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,-72.368184842112,-0.08539254906591028
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,45-54,-29.602259054399994,-0.035538435400422494
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,65+,-5605.581246969217,-0.0838127414717516
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,15-24,13.357201554624,0.2711046641968512
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,-47.49145418572801,-0.05382431379062453
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,-30.765498888000003,-0.08991734661471722
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,-165.10791572064002,-0.10653607786783903
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,55-64,-225.08935417478398,-0.06319467804748294
Gondomar,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,65+,-766.7663949408001,-0.09648439736799001
Gondomar,União das freguesias de Laranjeiro e Feijó,Female,15-24,6.209038299999997e-05,1.0847589040109479e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Female,25-34,-0.000123317606,-3.5885358881900156e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Female,35-44,-0.00041926321399999997,-4.947195325008706e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Female,45-54,-0.00017149992499999994,-2.058910096891366e-07
