,Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
1715,R1 - AM Lisboa,Setúbal,Alcochete,R2 - AM Porto,PORTO,PORTO,Campanhã,7.7e-05
1716,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,Campanhã,1e-06
1717,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,Campanhã,0.00011
1718,R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,Campanhã,1e-06
1719,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Campanhã,6.9e-05
1720,R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,PORTO,Campanhã,1e-06
1721,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Campanhã,0.001927
1722,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Campanhã,4.4e-05
1723,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,Campanhã,0.002972
1724,R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,PORTO,Campanhã,0.00078
1725,R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,Campanhã,0.278909
1726,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Campanhã,0.295123
1727,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,Campanhã,0.006171
1728,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Campanhã,0.000348
1729,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Campanhã,0.070568
1730,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Campanhã,0.018143
1731,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,Campanhã,0.000567
1732,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,Campanhã,0.000343
1733,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,Campanhã,0.034866
1734,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,PORTO,Campanhã,0.001467
1735,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PORTO,Campanhã,0.002833
1736,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,2e-06
1737,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000197
1738,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,9e-06
1739,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,3.3e-05
1740,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,6e-06
1741,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.0
1742,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1.4e-05
1743,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,8e-06
1744,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1e-06
1745,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1.4e-05
1746,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1.8e-05
1747,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.087938
1748,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,6e-06
1749,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.070989
1750,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.014196
1751,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000152
1752,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000368
1753,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.003588
1754,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.005795
1755,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.455933
1756,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000331
1757,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.002855
1758,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000593
1759,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.352942
1760,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,1e-06
1761,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,9e-06
1762,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.000378
1763,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,3e-06
1764,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,1.3e-05
1765,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.0
1766,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,1.1e-05
1767,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,2.1e-05
1768,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,4.5e-05
1769,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,6e-06
1770,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,2.9e-05
1771,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.000218
1772,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,6e-06
1773,R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.0
1774,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.002189
1775,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.000122
1776,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.001706
1777,R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,9.9e-05
1778,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.027432
1779,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.051195
1780,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.272679
1781,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.01298
1782,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.026708
1783,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.011427
1784,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,6.9e-05
1785,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.119745
1786,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.033103
1787,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.019229
1788,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PAREDES,Recarei,1e-06
1789,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0
1790,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0
1791,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0
1792,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0
1793,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0
1794,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,Recarei,1e-06
1795,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,Recarei,2.7e-05
1796,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,Recarei,4e-06
1797,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Recarei,1e-06
1798,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Recarei,0.001834
1799,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Recarei,2e-06
1800,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,Recarei,0.000675
1801,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PAREDES,Recarei,6e-06
1802,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PAREDES,Lordelo,1e-06
1803,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0
1804,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0
1805,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0
1806,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0
1807,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0
1808,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,Lordelo,1e-06
1809,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,Lordelo,2.7e-05
1810,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,Lordelo,4e-06
1811,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Lordelo,1e-06
1812,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.001834
1813,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Lordelo,2e-06
1814,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.000675
1815,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PAREDES,Lordelo,6e-06
1816,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1e-06
1817,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1e-06
1818,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0
1819,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0
1820,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0
1821,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0
1822,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1e-06
1823,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,6.5e-05
1824,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1.5e-05
1825,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1e-06
1826,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.001834
1827,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,2e-06
1828,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.000813
1829,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,9e-06
1830,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06
1831,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,6.4e-05
1832,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06
1833,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06
1834,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.0
1835,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.0
1836,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06
1837,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06
1838,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.0
1839,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,2e-06
1840,R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.017432
1841,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.029845
1842,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.001296
1843,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,2.5e-05
1844,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.066919
1845,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.000139
1846,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.009769
1847,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.000369
1848,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PAREDES,Gandra,1e-06
1849,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0
1850,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0
1851,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0
1852,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0
1853,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0
1854,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,Gandra,1e-06
1855,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,Gandra,2.7e-05
1856,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,Gandra,4e-06
1857,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Gandra,1e-06
1858,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Gandra,0.001834
1859,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Gandra,2e-06
1860,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PAREDES,Gandra,0.000675
1861,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PAREDES,Gandra,6e-06
1862,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,1e-06
1863,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0
1864,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0
1865,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0
1866,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0
1867,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0
1868,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,1e-06
1869,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,2.7e-05
1870,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,4e-06
1871,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,1e-06
1872,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.001834
1873,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,2e-06
1874,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.000675
1875,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,6e-06
1876,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,1e-06
1877,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000311
1878,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,1e-05
1879,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0
1880,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,5e-06
1881,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0
1882,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0
1883,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0
1884,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,1e-06
1885,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,5e-06
1886,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,2.8e-05
1887,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,2.6e-05
1888,R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000195
1889,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.191129
1890,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.005588
1891,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000268
1892,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.033128
1893,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.002004
1894,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000108
1895,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.002428
1896,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000138
1897,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.026193
1898,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,6.6e-05
1899,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.001066
1900,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06
1901,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06
1902,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06
1903,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0
1904,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0
1905,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0
1906,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0
1907,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0
1908,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,Folgosa,5e-06
1909,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06
1910,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-05
1911,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Folgosa,0.000112
1912,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Folgosa,7e-06
1913,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Folgosa,0.000277
1914,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Folgosa,3.2e-05
1915,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Folgosa,0.002428
1916,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Folgosa,3.5e-05
1917,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Folgosa,0.002102
1918,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Folgosa,0.000312
1919,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Folgosa,2.1e-05
1920,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-06
1921,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-05
1922,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Águas Santas,1.9e-05
1923,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.0
1924,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.0
