Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight,user_av,Avg_daily_travellers
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Ramalde,0.009462,13033.330507272727,123.32137325981455
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,0.020598,13033.330507272727,268.46054178880365
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Paranhos,0.074509,13033.330507272727,971.1004227663836
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Ermesinde,3.9e-05,13033.330507272727,0.5082998897836364
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Alfena,2.5e-05,13033.330507272727,0.32583326268181817
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.409841,13033.330507272727,5341.593208431162
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Bonfim,0.002309,13033.330507272727,30.093960141292726
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,1.2e-05,13033.330507272727,0.15639996608727272
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),1.2e-05,13033.330507272727,0.15639996608727272
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",0.010314,13033.330507272727,134.4257708520109
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Campanhã,0.000348,13033.330507272727,4.5355990165309095
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.000368,13033.330507272727,4.796265626676363
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.272679,13033.330507272727,3553.91552939262
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Recarei,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Lordelo,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,2.5e-05,13033.330507272727,0.32583326268181817
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,Gandra,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,1e-06,13033.330507272727,0.013033330507272727
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.000268,13033.330507272727,3.492932575949091
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Folgosa,7e-06,13033.330507272727,0.09123331355090909
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.001258,13033.330507272727,16.395929778149092
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Moreira,0.002349,13033.330507272727,30.615293361583635
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,9.6e-05,13033.330507272727,1.2511997286981817
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,6e-05,13033.330507272727,0.7819998304363637
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,3.7e-05,13033.330507272727,0.48223322876909086
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.6e-05,13033.330507272727,0.20853328811636362
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.000666,13033.330507272727,8.680198117843636
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Milheirós,0.000169,13033.330507272727,2.2026328557290906
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",9e-06,13033.330507272727,0.11729997456545455
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,9e-06,13033.330507272727,0.11729997456545455
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,3e-06,13033.330507272727,0.03909999152181818
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1.6e-05,13033.330507272727,0.20853328811636362
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,3e-06,13033.330507272727,0.03909999152181818
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,TROFA,União das freguesias de Coronado (São Romão e São Mamede),3e-06,13033.330507272727,0.03909999152181818
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,TROFA,Covelas,3e-06,13033.330507272727,0.03909999152181818
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,5.3e-05,13033.330507272727,0.6907665168854545
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Oliveira do Douro,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canelas,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Avintes,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Vilar de Andorinho,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Pedroso e Seixezelo,0.0,13033.330507272727,0.0
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.011372,392.18238427272723,4.4598980739494545
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.003896,392.18238427272723,1.5279425691265454
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.000172,392.18238427272723,0.06745537009490908
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.000474,392.18238427272723,0.1858944501452727
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.015106,392.18238427272723,5.924307096823817
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,1e-05,392.18238427272723,0.003921823842727273
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.002303,392.18238427272723,0.9031960309800908
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.009678,392.18238427272723,3.7955411149914546
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.008954,392.18238427272723,3.5116010687779995
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,1.6e-05,392.18238427272723,0.006274918148363636
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.005973,392.18238427272723,2.3425053812609997
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.005772,392.18238427272723,2.263676722022182
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.048355,392.18238427272723,18.963979191507725
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.005612,392.18238427272723,2.200927540538545
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.003179,392.18238427272723,1.2467477996029999
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.000639,392.18238427272723,0.25060454355027273
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.003479,392.18238427272723,1.364402514884818
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.000172,392.18238427272723,0.06745537009490908
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.001533,392.18238427272723,0.6012155950900909
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.000146,392.18238427272723,0.057258628103818175
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000984,392.18238427272723,0.3859074661243636
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,9.8e-05,392.18238427272723,0.03843387365872727
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,9.6e-05,392.18238427272723,0.037649508890181815
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,7.9e-05,392.18238427272723,0.03098240835754545
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.002398,392.18238427272723,0.9404533574859999
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.0048,392.18238427272723,1.8824754445090905
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.023536,392.18238427272723,9.23040459624291
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,0.049839,392.18238427272723,19.54597784976845
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,0.000384,392.18238427272723,0.15059803556072726
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,0.001506,392.18238427272723,0.5906266707147272
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Valongo,0.093906,392.18238427272723,36.82827897751473
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Ramalde,0.001807,392.18238427272723,0.7086735683808181
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,0.12251,392.18238427272723,48.04626389725181
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,9.6e-05,392.18238427272723,0.037649508890181815
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Paranhos,0.026812,392.18238427272723,10.515194087120362
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.001082,392.18238427272723,0.4243413397830909
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Alfena,0.03939,392.18238427272723,15.448064116502726
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.046898,392.18238427272723,18.39256945762236
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Bonfim,0.11782,392.18238427272723,46.20692851501272
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,0.021395,392.18238427272723,8.390742111515
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,0.004157,392.18238427272723,1.6303021714217272
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),0.018623,392.18238427272723,7.303612542311
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",0.05101,392.18238427272723,20.005223421751815
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Campanhã,0.070568,392.18238427272723,27.67552649335782
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.003588,392.18238427272723,1.4071503947705453
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.01298,392.18238427272723,5.090527347859999
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Recarei,0.001834,392.18238427272723,0.7192624927561817
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.001834,392.18238427272723,0.7192624927561817
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.001834,392.18238427272723,0.7192624927561817
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.066919,392.18238427272723,26.244452973146636
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,Gandra,0.001834,392.18238427272723,0.7192624927561817
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.001834,392.18238427272723,0.7192624927561817
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.033128,392.18238427272723,12.992218026186906
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Folgosa,0.000277,392.18238427272723,0.10863452044354545
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.018655,392.18238427272723,7.316162378607727
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Moreira,0.004031,392.18238427272723,1.5808871910033635
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.002209,392.18238427272723,0.8663308868584545
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.000964,392.18238427272723,0.37806381843890907
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.001058,392.18238427272723,0.4149289625605454
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.00026,392.18238427272723,0.10196741991090907
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Milheirós,0.006195,392.18238427272723,2.429569870569545
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.000775,392.18238427272723,0.3039413478113636
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.00077,392.18238427272723,0.30198043588999995
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.003862,392.18238427272723,1.5146083680612725
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,0.008526,392.18238427272723,3.3437470083092724
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,7.2e-05,36819.210873818185,2.6509831829149095
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.000322,36819.210873818185,11.855785901369456
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.000411,36819.210873818185,15.132695669139274
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.000296,36819.210873818185,10.898486418650183
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.0003,36819.210873818185,11.045763262145455
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,6e-06,36819.210873818185,0.2209152652429091
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,3e-06,36819.210873818185,0.11045763262145455
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000103,36819.210873818185,3.792378720003273
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000111,36819.210873818185,4.086932406993818
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,8.1e-05,36819.210873818185,2.9823560807792733
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,6.2e-05,36819.210873818185,2.2827910741767274
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,7.7e-05,36819.210873818185,2.8350792372840004
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000286,36819.210873818185,10.530294309912001
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,9.1e-05,36819.210873818185,3.350548189517455
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,6e-05,36819.210873818185,2.209152652429091
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,6.6e-05,36819.210873818185,2.4300679176720004
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,1e-06,36819.210873818185,0.03681921087381818
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,5.5e-05,36819.210873818185,2.0250565980600004
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,5e-05,36819.210873818185,1.8409605436909093
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,5.1e-05,36819.210873818185,1.8777797545647275
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,3.3e-05,36819.210873818185,1.2150339588360002
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,5e-05,36819.210873818185,1.8409605436909093
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,1.3e-05,36819.210873818185,0.4786497413596364
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,1e-06,36819.210873818185,0.03681921087381818
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,2.3e-05,36819.210873818185,0.8468418500978182
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Beato,1e-05,36819.210873818185,0.36819210873818187
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,4e-06,36819.210873818185,0.14727684349527273
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,1.8e-05,36819.210873818185,0.6627457957287274
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,3e-06,36819.210873818185,0.11045763262145455
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.032568,36819.210873818185,1199.1280597385107
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",4e-06,36819.210873818185,0.14727684349527273
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.365206,36819.210873818185,13446.596726383643
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,1e-06,36819.210873818185,0.03681921087381818
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,1e-06,36819.210873818185,0.03681921087381818
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,0.05377,36819.210873818185,1979.7689686852038
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,0.052283,36819.210873818185,1925.0188021158363
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Valongo,7.6e-05,36819.210873818185,2.798260026410182
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Ramalde,0.08997,36819.210873818185,3312.6244023174218
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,1e-06,36819.210873818185,0.03681921087381818
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,0.001355,36819.210873818185,49.89003073402365
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Paranhos,0.28209,36819.210873818185,10386.331195395373
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000269,36819.210873818185,9.90436772505709
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Alfena,7.6e-05,36819.210873818185,2.798260026410182
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.009556,36819.210873818185,351.8443791102066
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Bonfim,0.048606,36819.210873818185,1789.6345637328068
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",0.0,36819.210873818185,0.0
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,3e-06,36819.210873818185,0.11045763262145455
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,4.3e-05,36819.210873818185,1.583226067574182
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),3.7e-05,36819.210873818185,1.3623108023312729
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",0.00341,36819.210873818185,125.55350907972
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Campanhã,0.018143,36819.210873818185,668.0109428836834
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,0.005795,36819.210873818185,213.3673270137764
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.026708,36819.210873818185,983.367484017936
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Recarei,2e-06,36819.210873818185,0.07363842174763637
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Lordelo,2e-06,36819.210873818185,0.07363842174763637
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,2e-06,36819.210873818185,0.07363842174763637
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.000139,36819.210873818185,5.117870311460727
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PAREDES,Gandra,2e-06,36819.210873818185,0.07363842174763637
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,2e-06,36819.210873818185,0.07363842174763637
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.002004,36819.210873818185,73.78569859113165
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Folgosa,3.2e-05,36819.210873818185,1.1782147479621818
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.000679,36819.210873818185,25.000244183322547
